"paper_type","revenue","account_id","account_manager","account_name","business_size","cancelled_at","days_to_close","days_to_ship","discount","index","order_id","payment_cycle","price","product_id","product_name","purchased_at","quantity","rating","returned_at","review","reviewed_at","shipping_address","shipping_city","shipping_cost","shipping_latitude","shipping_longitude","shipping_mode","shipping_region","shipping_state","shipping_zip","status","order_contact_name","order_contact_email"
"Printer",1978.5,"60906229fc13ae0a6b0002fa","Dwight Schrute","Pollich-Stamm",216,,47,3,,4,"46af9594-fa44-46fc-9bf8-75e397091b8a","MONTH",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-02-08 02:08:49.000,150,3,,"Just ok",2021-03-01 23:16:01.000,"7537 Harbort Hill","Port Gonzalo",,34.492384,-84.958336,"REGULAR","Northeast","VT",30702,"COMPLETED","Flora Ostrich","flora@pollich-stamm.com"
"Multipurpose",9238.599999999999,"60906229fc13ae0a6b0000cb","Angela Martin","Lemke-Marks",349,,27,3,9.9,4,"46c5836f-17bf-4773-a657-92ce65c692a3","BIWEEK",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-10-08 09:25:42.000,140,5,,"We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from",2021-10-27 01:01:42.000,"040 West Plaza","Lindgrenview",100,38.432498,-99.047255,"EXPRESS","South","GA",67511,"COMPLETED","Pinky Bear","pinky@lemke-marks.com"
"Copy",1383998,"60906229fc13ae0a6b0003d2","Dwight Schrute","Kiehn Inc",306,,22,3,,2,"46d3dab7-1cd0-4071-b32f-66f259e8e596","MONTH",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-12-22 04:52:35.000,200,,"2021-12-22 14:42:59",,,"310 Lillian Avenue","West Zachariah",100,37.879234,-122.266839,"EXPRESS","Midwest","SD",94709,"RETURNED","Goldie Dog","goldie@kiehn.com"
"Kraft Roll",2999.5,"60906229fc13ae0a6b0000e6","Dwight Schrute","Cummerata-Schowalter",397,,52,3,5.4,3,"46f33eaf-3d03-4f45-9746-27fc0bdb6648","WEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-07-19 23:49:48.000,50,3,,"Not a visionary company, but they get the job done.",2021-08-04 21:11:24.000,"4218 Ryan Junction","Ritchieberg",,,,"REGULAR","Midwest","MI",83,"COMPLETED","Rasher Pig","rasher@cummerata-schowalter.com"
"Kraft Roll",7798.7,"60906229fc13ae0a6b0000c9","Erin Hannon","Yost-Runte",784,,127,3,5.4,8,"472a210e-c1bc-4ea2-84ac-95cab2029e7e","WEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-09-10 12:33:02.000,130,4,,"Overall great experience and quality! The one thing I will say is that the shipping is a bit slow compared to other vendors",2021-10-07 23:49:50.000,"17 Esker Road","West Jensen",,40.168801,-123.826148,"REGULAR","Northeast","NJ",95560,"COMPLETED","Mott Lion","mott@yost-runte.com"
"Multipurpose",8719.199999999999,"60906229fc13ae0a6b0002c0","Kevin Malone","Hammes and Sons",281,,47,3,,14,"476ecaf5-c9ea-4920-b0c6-a9c4a5212063","BIWEEK",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-03-28 04:44:54.000,80,3,,"Decent company. Wish they expanded their product offering.",2021-04-13 09:32:54.000,"92 Thackeray Park","Barrowsfort",,44.151687,-68.465212,"REGULAR","Midwest","OH",4685,"COMPLETED","Marcie Kangaroo","marcie@hammes.com"
"Multipurpose",21798,"60906229fc13ae0a6b0002ef","Meredith Palmer","Zieme Ltd",573,,7,4,,2,"4775721a-c4f8-46b2-8438-831066daf7a3","BIWEEK",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-11-13 00:17:23.000,200,4,,"Heard of Dunder Mifflin through the grapevine, and they did not disappoint!",2021-11-26 07:29:23.000,"2506 Cardinal Lane","Colbyburgh",100,39.753814,-89.579701,"EXPRESS","South","MS",62719,"COMPLETED","Midge Bird","midge@zieme.com"
"Copy",287800,"60906229fc13ae0a6b000127","Michael Scott","Parisian-Kilback",878,,141,7,,8,"47e3417f-b223-4115-a5d5-7ce928e9d5ed","BIWEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-09-24 04:13:59.000,200,5,,"WOW! I never cared too much for paper before, but Dunder Mifflin's quality and customer service are both impeccable",2021-10-12 15:59:35.000,"0848 Carioca Circle","Port Merlefort",100,46.210293,-93.010212,"EXPRESS","West","UT",55735,"COMPLETED","Olivia Cat","olivia@parisian-kilback.com"
"Printer",1860.6,"60906229fc13ae0a6b00006b","Andy Bernard","Thiel-Kirlin",369,,37,5,,12,"47fb5003-8e21-4f4b-b601-0e48e7b209d4","BIWEEK",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-01-08 22:48:49.000,140,5,,"Pretty good deal",2021-02-02 05:32:01.000,"4 4th Street","Lake Juliehaven",100,38.972676,-94.874826,"EXPRESS","West","OR",66396,"COMPLETED","Aurora Penguin","aurora@thiel-kirlin.com"
"Printer",3500,"60906229fc13ae0a6b00037d","Creed Patton","Will-Murphy",788,,10,6,,4,"483d74c8-ee3c-4ac9-901f-736ffdbc70f2","WEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-12-15 07:43:55.000,140,,,,,"7784 Anzinger Way","North Faustino",100,43.040079,-110.722208,"EXPRESS","West","MT",83187,"COMPLETED","Kody Cub","kody@will-murphy.com"
"Multipurpose",4359.599999999999,"60906229fc13ae0a6b00000a","Andy Bernard","Sauer, Gorczany and Hodkiewicz",645,,91,7,,13,"4854f6a8-aab1-4748-b7b6-1c676fb5a5ad","ANNUAL",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-12-07 17:01:42.000,40,5,,"Order shipped quickly and arrived in great shape",2022-01-02 08:52:06.000,"3273 Dunning Place","Port Lylaport",,40.263768,-81.880904,"REGULAR","South","AL",43820,"COMPLETED","Queenie Ostrich","queenie@sauer.com"
"Kraft Roll",2136,"60906229fc13ae0a6b00037c","Andy Bernard","Pfannerstill, DuBuque and Schoen",899,,14,3,8.54,4,"4872a15f-e3b0-4634-bb87-52e0857d195d","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-06-21 00:09:07.000,60,3,,"Shipping is pretty slow",2021-07-18 16:57:07.000,"0736 Anhalt Alley","Port Jazminborough",,38.255905,-85.664161,"REGULAR","Northeast","NY",40044,"COMPLETED","June Cub","june@pfannerstill.com"
"Printer",398.7,"60906229fc13ae0a6b000295","Dwight Schrute","Eichmann, Dach and Hessel",646,,76,6,,11,"48fe7089-537a-4ae1-b300-0796a6cb4b63","ANNUAL",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-12-12 05:12:42.000,30,3,,"Shipping is SO slow. They're headquartered in Scranton, so shipping anything beyond the Northeast is a drag.",2022-01-03 00:24:42.000,"12538 4th Alley","South Dejahbury",100,44.116831,-70.062582,"EXPRESS","West","AZ",4280,"COMPLETED","Celia Eagle","celia@eichmann.com"
"Copy",259020,"60906229fc13ae0a6b0001eb","Erin Hannon","Mohr, Heller and Russel",132,,11,3,,9,"4964f025-1452-4280-92d1-ecd421c015e7","MONTH",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-09-29 12:57:09.000,180,4,,"Love them! Took one star off because their express shipping is EXPENSIVE",2021-10-21 11:59:33.000,"0 Hermina Circle","East Anaisshire",,32.999309,-96.841688,"REGULAR","Northeast","PA",75303,"COMPLETED","Roald Penguin","roald@mohr.com"
"Printer",265.79999999999995,"60906229fc13ae0a6b000212","Meredith Palmer","Robel and Sons",705,,80,6,,12,"49ca0fad-89d2-4663-b206-55d1e376973a","ANNUAL",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-10-04 13:09:00.000,20,5,,"The customer service is fantastic. I can always trust that Dunder Mifflin will take good care of us and our needs.",2021-10-22 04:01:48.000,"38 Mcbride Court","West Ila",,41.790684,-76.355747,"REGULAR","South","MS",18869,"COMPLETED","Goose Chicken","goose@robel.com"
"Multipurpose",391015.30000000005,"60906229fc13ae0a6b000262","Meredith Palmer","Gusikowski Inc",1477,,42,5,,12,"4ad7017a-2ebd-4387-8da1-9960cbe1b343","WEEK",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-11-03 23:01:10.000,170,3,,"Decent company. Wish they expanded their product offering.",2021-11-15 03:49:10.000,"72421 Myrtle Alley","Gardnerberg",,37.11972,-93.309724,"REGULAR","South","TX",65817,"COMPLETED","Clyde Horse","clyde@gusikowski.com"
"Multipurpose",2345.7,"60906229fc13ae0a6b000360","Kevin Malone","Moore, Quitzon and Vandervort",836,,70,7,,11,"4ae41e6a-c706-4471-8133-1585293d68e0","ANNUAL",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-08-07 19:47:48.000,30,4,,"It took a few days longer to ship than I would have expected, but otherwise a good experience",2021-09-07 06:35:48.000,"8 Fair Oaks Lane","Grahamstad",,26.315322,-80.277978,"REGULAR","South","DE",33077,"COMPLETED","Limberg Mouse","limberg@moore.com"
"Multipurpose",234390,"60906229fc13ae0a6b0003ba","Phyllis Vance","Krajcik-Bernier",365,2021-08-09 09:21:06.000,98,,,5,"4b4873e0-b473-4d5e-b69e-b36c35ca3548",,1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-06-30 19:12:20.000,130,,,,,"01207 Larry Terrace","West Soniaview",,40.751393,-73.997229,,"Northeast","VT",10265,"CANCELLED","Harry Hippo","harry@krajcik-bernier.com"
"Multipurpose",12510.4,"60906229fc13ae0a6b000385","Oscar Martinez","Lang, Johnston and Johnson",608,,57,2,,1,"4b935985-50ec-45ae-90fd-ca831e55224a","BIWEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-09-08 10:37:15.000,160,3,,"Wish they had more selection. I have to order paper from various sources just to make sure that our company is completely stocked.",2021-09-27 00:32:27.000,"43 International Center","New Evan",,43.837346,-90.485881,"REGULAR","Northeast","NY",54686,"COMPLETED","Margie Elephant","margie@lang.com"
"Multipurpose",234390,"60906229fc13ae0a6b0001e2","Phyllis Vance","Rice Ltd",148,,72,7,,11,"4b9ee3d0-a176-4ead-818c-9002827dc988","MONTH",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-12-07 09:21:30.000,130,5,,"Our CEO is rather picky and only uses this particular paper brand. Luckily, Dunder Mifflin is one of the few places that we know will always carry it!",2022-01-05 15:35:54.000,"37502 Rigney Hill","Jamarcusfort",,42.734537,-87.864892,"REGULAR","West","UT",53437,"COMPLETED","Paula Bear","paula@rice.com"
"Multipurpose",414016.2,"60906229fc13ae0a6b0002da","Dwight Schrute","Renner Group",1691,,14,5,,8,"4be5e18d-1a20-4689-afd7-6b3224b5aded","WEEK",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-02-05 07:05:01.000,180,4,,"When are y'all going to offer more options?",2021-02-20 06:07:25.000,"12 Sachs Circle","Stehrside",,39.372219,-84.890262,"REGULAR","South","LA",47016,"COMPLETED","Drake Duck","drake@renner.com"
"Cardstock",20626.8,"60906229fc13ae0a6b0001c1","Andy Bernard","Heidenreich, Gusikowski and Von",1004,,95,8,10.31,2,"4ce6276f-10a4-40ea-a4fe-cd3a9b243814","WEEK",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-04-24 11:26:38.000,120,3,,"Wish they had more selection. I have to order paper from various sources just to make sure that our company is completely stocked.",2021-05-09 04:57:50.000,"25 Shasta Street","Kosshaven",,38.619655,-78.180235,"REGULAR","West","UT",22771,"COMPLETED","Monique Cat","monique@heidenreich.com"
"Multipurpose",10164.699999999999,"60906229fc13ae0a6b000314","Oscar Martinez","Schowalter Group",184,,123,3,,3,"4cfc0685-2399-4f6c-8f6f-a7fbd8faa763","MONTH",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-02-01 03:00:54.000,130,5,,"WOW! I never cared too much for paper before, but Dunder Mifflin's quality and customer service are both impeccable",2021-02-18 19:34:30.000,"98 Judy Street","Thurmantown",100,41.627984,-70.392013,"EXPRESS","Midwest","OH",2656,"COMPLETED","Bluebear Cub","bluebear@schowalter.com"
"Kraft Roll",2848,"60906229fc13ae0a6b000257","Pam Beesly","Fritsch Inc",460,,2,5,2.14,2,"4d7c8360-3833-49f2-965f-07d0e5ae8ab2","WEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-02-21 07:38:50.000,80,4,,"Excellent customer service. The product itself is standard, but I enjoy working with my account manager so much that we end up resubscribing.",2021-03-14 18:41:14.000,"90301 Katie Hill","New Salma",,39.906248,-75.324733,"REGULAR","South","TN",19071,"COMPLETED","Kitt Kangaroo","kitt@fritsch.com"
"Printer",1055.2,"60906229fc13ae0a6b0001e0","Dwight Schrute","Pacocha-Lubowitz",982,,31,2,,7,"4db283cd-01cc-4b32-b5d1-51ccaaa0397e","ANNUAL",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-06-09 05:19:56.000,80,1,,"My salesperson called me once every 10 minutes until we bought something",2021-07-01 10:51:08.000,"636 Kenwood Center","Port Myrlberg",100,42.811821,-103.330405,"EXPRESS","Midwest","MI",69370,"COMPLETED","Kiki Cat","kiki@pacocha-lubowitz.com"
"Kraft Roll",6408,"60906229fc13ae0a6b000374","Stanley Hudson","Hintz Ltd",692,,142,3,1.42,10,"4de157c8-bc65-4dd9-ab6e-5873e42ce5ef","BIWEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-01-05 23:09:04.000,180,3,,"Decent company. Wish they expanded their product offering.",2021-02-05 01:33:04.000,"487 Pleasure Junction","Port Kole",100,36.137283,-103.123139,"EXPRESS","Midwest","IN",88481,"COMPLETED","Sherb Goat","sherb@hintz.com"
"Multipurpose",288480,"60906229fc13ae0a6b0002a3","Dwight Schrute","Fay, Hirthe and Durgan",875,,11,5,,11,"4f052a19-2c2d-4a13-92b4-6c6759ac20b6","WEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-10-22 09:44:23.000,160,3,,"Decent company. Wish they expanded their product offering.",2021-11-19 14:32:23.000,"179 Alpine Trail","Nicholausmouth",,37.716107,-77.201511,"REGULAR","South","GA",23107,"COMPLETED","Ike Bear","ike@fay.com"
"Multipurpose",288480,"60906229fc13ae0a6b000316","Ryan Howard","Feest, Mosciski and Kshlerin",365,,90,6,,12,"4f2bb0cf-5067-403c-80ca-4922d47ee463","BIWEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-06-19 11:52:59.000,160,4,,"The sales person helped us figure out exactly what we needed. Great service!",2021-07-07 06:21:47.000,"7 Rigney Pass","North Deondreland",100,42.036032,-78.664372,"EXPRESS","West","AZ",14753,"COMPLETED","Bob Cat","bob@feest.com"
"Cardstock",405.9,"60906229fc13ae0a6b000147","Stanley Hudson","Schamberger-Wiza",839,2021-03-18 17:35:09.000,64,,,8,"4f5a6d30-9cc9-4331-95e2-4720fcd96d7d",,3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-07-16 12:36:53.000,110,,,,,"317 3rd Point","East Lauryn",,38.902253,-119.792493,,"West","MT",89498,"CANCELLED","Rowan Tiger","rowan@schamberger-wiza.com"
"Multipurpose",46001.8,"60906229fc13ae0a6b0002f4","Angela Martin","Jerde-Fay",3617,,83,7,,4,"4f8c6234-57fd-45b4-a117-4a468912eeb6","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-02-04 20:19:12.000,20,4,,"Excellent customer service. The product itself is standard, but I enjoy working with my account manager so much that we end up resubscribing.",2021-02-17 03:31:12.000,"7 Ramsey Plaza","Travonchester",100,39.675999,-106.308296,"EXPRESS","West","MT",81928,"COMPLETED","Cranston Ostrich","cranston@jerde-fay.com"
"Copy",43170,"60906229fc13ae0a6b000096","Dwight Schrute","Kilback and Sons",795,,31,0,,9,"4fc20b00-9d21-4d92-9df0-23cd97c49bec","ANNUAL",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-12-18 14:53:39.000,30,3,,"I've never had a problem with Dunder Mifflin before, but this time my order was MISSING several bundles",2022-01-09 22:05:39.000,"62 Northview Junction","West Roelfurt",100,42.265992,-122.900842,"EXPRESS","Northeast","NY",97501,"COMPLETED","Miranda Duck","miranda@kilback.com"
"Multipurpose",7918.799999999999,"60906229fc13ae0a6b00038f","Creed Patton","Swaniawski PLC",781,,145,0,5.94,3,"4fd362be-aefa-4cca-b5a7-c2610b5e991f","WEEK",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-08-03 03:11:03.000,120,5,,"Order shipped quickly and arrived in great shape",2021-08-18 04:51:51.000,"82188 Pearson Street","North Bernitatown",100,38.525733,-122.690443,"EXPRESS","Northeast","VT",95404,"COMPLETED","Axel Elephant","axel@swaniawski.com"
"Multipurpose",479.20000000000005,"60906229fc13ae0a6b000076","Kelly Kapoor","Ziemann and Sons",447,,95,1,,10,"4fedbbce-b517-4a99-9b87-4d08a07a3ae3","WEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-02-26 08:05:41.000,80,,,,,"68 Veith Point","Emardfort",100,35.670251,-83.474881,"EXPRESS","Northeast","VT",37740,"COMPLETED","Penelope Mouse","penelope@ziemann.com"
"Kraft Roll",1199.8,"60906229fc13ae0a6b00007f","Pam Beesly","O'Kon, Koepp and Heidenreich",335,,78,7,0.6,10,"502c16f2-7d48-4be0-8820-0efd15aabd8f","ANNUAL",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-06-10 03:37:24.000,20,5,,"Order shipped quickly and arrived in great shape",2021-07-05 09:08:36.000,"76629 Truax Junction","Gusikowskishire",,40.500795,-74.427911,"REGULAR","South","OK",9415,"COMPLETED","Eugene Koala","eugene@okon.com"
"Kraft Roll",712,"60906229fc13ae0a6b000264","Oscar Martinez","Douglas Inc",492,,139,5,6.76,14,"5055d122-26eb-4594-bc3c-0903c9c92aab","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-03-24 06:30:18.000,20,4,,"When are y'all going to offer more options?",2021-04-22 12:15:54.000,"468 Fremont Place","Lednerview",,30.039765,-83.205802,"REGULAR","Midwest","MI",32067,"COMPLETED","Sylvana Squirrel","sylvana@douglas.com"
"Printer",1000,"60906229fc13ae0a6b0001d0","Dwight Schrute","Russel, Leuschke and Lueilwitz",896,,82,6,,8,"50940f0f-ae79-40f4-a61b-6e482acfb361","ANNUAL",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-10-19 21:58:43.000,40,,,,,"420 Pennsylvania Plaza","South Rocio",100,41.332524,-76.185452,"EXPRESS","West","NV",18656,"COMPLETED","Olive Cub","olive@russel.com"
"Multipurpose",1319.8,"60906229fc13ae0a6b000384","Angela Martin","Schumm-Dach",376,,43,4,0.66,15,"512c9545-ad97-451a-9869-431f875914bb","ANNUAL",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-10-12 20:04:15.000,20,4,,"Shipping takes forever but that's about it",2021-11-10 10:42:39.000,"3715 Westend Alley","East Toniborough",,32.19061,-90.258327,"REGULAR","Midwest","KS",39276,"COMPLETED","Walt Kangaroo","walt@schumm-dach.com"
"Multipurpose",1319.8,"60906229fc13ae0a6b00008d","Meredith Palmer","Feeney Group",110,,86,1,11.22,11,"5132e2b6-6aa0-4790-a4d8-d58470f1a277","WEEK",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-03-09 18:57:36.000,20,5,,"Found this site through a coupon deal and got a great deal!",2021-04-08 21:07:12.000,"294 Dryden Parkway","East Conorbury",100,37.560676,-81.738389,"EXPRESS","Northeast","CT",24841,"COMPLETED","Penelope Mouse","penelope@feeney.com"
"Cardstock",332.1,"60906229fc13ae0a6b00018d","Pam Beesly","Considine-Mills",306,2021-10-18 06:19:38.000,111,,,15,"518825d3-03a4-4746-b8f5-db00b4913c33",,3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-06-17 20:23:41.000,90,,,,,"2 Oakridge Street","South Marquesmouth",,40.85605,-91.129717,,"Northeast","ME",52615,"CANCELLED","Hopkins Rabbit","hopkins@considine-mills.com"
"Multipurpose",483018.9,"60906229fc13ae0a6b000114","Creed Patton","Auer Inc",3147,,6,6,,8,"51975d9f-64ae-45de-936c-62e11f497059","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-03-22 13:01:44.000,210,4,,"Excellent customer service. The product itself is standard, but I enjoy working with my account manager so much that we end up resubscribing.",2021-04-03 21:11:20.000,"87 Milwaukee Plaza","Nienowfurt",100,39.870996,-95.253591,"EXPRESS","West","WY",66038,"COMPLETED","Rodney Hamster","rodney@auer.com"
"Printer",527.6,"60906229fc13ae0a6b000187","Ryan Howard","Reynolds Inc",829,,96,5,,14,"52082117-5745-4cac-9016-71083e467cf2","ANNUAL",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-03-24 05:32:57.000,40,3,,"Not a visionary company, but they get the job done.",2021-04-21 08:54:33.000,"06 Sachtjen Park","Vallieland",,40.484657,-104.900983,"REGULAR","Midwest","SD",80587,"COMPLETED","Benedict Chicken","benedict@reynolds.com"
"Multipurpose",10558.4,"60906229fc13ae0a6b00035d","Meredith Palmer","Hayes LLC",139,,118,5,15.84,5,"526a7e34-0df5-4d33-acc0-1a8910d2b825","MONTH",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-04-21 17:00:29.000,160,4,,"One minor suggestion for improvement: it'd be cool if Dundler Mifflin had a shipping program similar to Amazon Prime. It would make the buying and shipping process SO much better!",2021-05-22 16:31:41.000,"07 Fordem Road","New Crawford",100,35.3252,-106.705446,"EXPRESS","West","CA",87274,"COMPLETED","Carrie Kangaroo","carrie@hayes.com"
